model,metric,split,size,value
IDW,mae,test,0.2,0.6939690057891212
IDW,rmse,test,0.2,3.0939731867635105
IDW,mae,cross,0.2,11.713620686308644
IDW,rmse,cross,0.2,12.112228207248666
Kriging,mae,test,0.2,2.43246530486595
Kriging,rmse,test,0.2,4.343344191605703
Kriging,mae,cross,0.2,12.059720979847143
Kriging,rmse,cross,0.2,12.3766138424826
Ensemble,mae,test,0.2,0.8012558968644967
Ensemble,rmse,test,0.2,3.2914986368245507
Ensemble,mae,cross,0.2,10.62413082395976
Ensemble,rmse,cross,0.2,11.369113908673896
LinReg,mae,test,0.3,2.4981507787009605
LinReg,rmse,test,0.3,4.682867325089385
LinReg,mae,cross,0.3,8.988868580948932
LinReg,rmse,cross,0.3,10.353762608891383
ANN,mae,test,0.3,1.8753433227539062
ANN,rmse,test,0.3,3.8423668446537156
ANN,mae,cross,0.3,4.162239074707031
ANN,rmse,cross,0.3,5.827920001877456
IDW,mae,test,0.3,0.6665716720395096
IDW,rmse,test,0.3,3.1220032259813553
IDW,mae,cross,0.3,11.850899298340948
IDW,rmse,cross,0.3,12.220009217365341
Kriging,mae,test,0.3,1.732725086179613
Kriging,rmse,test,0.3,4.158989466094086
Kriging,mae,cross,0.3,11.919511916424923
Kriging,rmse,cross,0.3,12.403411513290013
Ensemble,mae,test,0.3,0.806457623431541
Ensemble,rmse,test,0.3,3.0831604052884254
Ensemble,mae,cross,0.3,9.63577108832014
Ensemble,rmse,cross,0.3,10.551525719413709
LinReg,mae,test,0.4,2.467537212205002
LinReg,rmse,test,0.4,4.440425268825543
LinReg,mae,cross,0.4,9.246839351141276
LinReg,rmse,cross,0.4,10.556051786888954
ANN,mae,test,0.4,2.5221710205078125
ANN,rmse,test,0.4,3.8943688940605767
ANN,mae,cross,0.4,6.596488952636719
ANN,rmse,cross,0.4,8.47642521054387
IDW,mae,test,0.4,0.722850800968331
IDW,rmse,test,0.4,2.939864989549705
IDW,mae,cross,0.4,11.913697426964504
IDW,rmse,cross,0.4,12.30586963124145
Kriging,mae,test,0.4,1.7631028514943807
Kriging,rmse,test,0.4,4.0145799674290465
Kriging,mae,cross,0.4,11.99832100393958
Kriging,rmse,cross,0.4,12.362921800821717
Ensemble,mae,test,0.4,0.8032817100116034
Ensemble,rmse,test,0.4,2.895783040046909
Ensemble,mae,cross,0.4,10.388527415860011
Ensemble,rmse,cross,0.4,11.121812973317047
LinReg,mae,test,0.5,2.462708751853924
LinReg,rmse,test,0.5,4.349513730424655
LinReg,mae,cross,0.5,9.42781884292745
LinReg,rmse,cross,0.5,10.684716198504626
ANN,mae,test,0.5,2.0634002685546875
ANN,rmse,test,0.5,3.93354411166483
ANN,mae,cross,0.5,2.449840545654297
ANN,rmse,cross,0.5,5.886024961718648
IDW,mae,test,0.5,0.7568487385369949
IDW,rmse,test,0.5,2.821691206567517
IDW,mae,cross,0.5,11.886128656491877
IDW,rmse,cross,0.5,12.326979365892
Kriging,mae,test,0.5,1.7485203138434287
Kriging,rmse,test,0.5,3.866717578508604
Kriging,mae,cross,0.5,11.909462286257153
Kriging,rmse,cross,0.5,12.169316653972647
Ensemble,mae,test,0.5,0.822014075815801
Ensemble,rmse,test,0.5,2.8729207407028015
Ensemble,mae,cross,0.5,10.104537135625037
Ensemble,rmse,cross,0.5,10.745246245716842
LinReg,mae,test,0.1,2.8280779830970744
LinReg,rmse,test,0.1,4.161447599980773
LinReg,mae,cross,0.1,9.657231684666385
LinReg,rmse,cross,0.1,10.57445409188971
ANN,mae,test,0.1,2.0010528564453125
ANN,rmse,test,0.1,3.149667377264614
ANN,mae,cross,0.1,7.579093933105469
ANN,rmse,cross,0.1,8.857371472680684
IDW,mae,test,0.1,0.7188372021804099
IDW,rmse,test,0.1,2.4305840957200515
IDW,mae,cross,0.1,11.621986507064591
IDW,rmse,cross,0.1,12.117669847021347
Kriging,mae,test,0.1,2.8214431287028674
Kriging,rmse,test,0.1,3.7961640611341005
Kriging,mae,cross,0.1,11.853413272643621
Kriging,rmse,cross,0.1,12.41339153101597
Ensemble,mae,test,0.1,0.6224326578231114
Ensemble,rmse,test,0.1,1.7199231473832162
Ensemble,mae,cross,0.1,11.041143084077262
Ensemble,rmse,cross,0.1,11.471503188197854
LinReg,mae,test,0.2,2.6100204199071726
LinReg,rmse,test,0.2,3.941276637588594
LinReg,mae,cross,0.2,9.808256019158065
LinReg,rmse,cross,0.2,10.575086183650079
ANN,mae,test,0.2,1.9834632873535156
ANN,rmse,test,0.2,2.792724693687634
ANN,mae,cross,0.2,7.0605010986328125
ANN,rmse,cross,0.2,8.037809629330338
IDW,mae,test,0.2,0.6401867132259795
IDW,rmse,test,0.2,2.81034113045126
IDW,mae,cross,0.2,11.577007995759743
IDW,rmse,cross,0.2,12.044171277815753
Kriging,mae,test,0.2,1.779035801817102
Kriging,rmse,test,0.2,3.7602823439342816
Kriging,mae,cross,0.2,11.84681741744079
Kriging,rmse,cross,0.2,12.321802902371502
Ensemble,mae,test,0.2,0.6514058716001614
Ensemble,rmse,test,0.2,1.8106721810896427
Ensemble,mae,cross,0.2,11.497149169049436
Ensemble,rmse,cross,0.2,11.725634643202508
LinReg,mae,test,0.3,2.687240961779551
LinReg,rmse,test,0.3,4.011395775212369
LinReg,mae,cross,0.3,9.626232244751947
LinReg,rmse,cross,0.3,10.447617801337717
ANN,mae,test,0.3,2.06866455078125
ANN,rmse,test,0.3,4.122085309419732
ANN,mae,cross,0.3,3.859416961669922
ANN,rmse,cross,0.3,6.109289034006068
IDW,mae,test,0.3,0.6380379612309497
IDW,rmse,test,0.3,2.9705464661938126
IDW,mae,cross,0.3,11.650966277273454
IDW,rmse,cross,0.3,11.99582633059315
Kriging,mae,test,0.3,2.0000000000003837
Kriging,rmse,test,0.3,3.9149265159643356
Kriging,mae,cross,0.3,11.774336627304649
Kriging,rmse,cross,0.3,12.312594882602584
Ensemble,mae,test,0.3,0.6617682916084249
Ensemble,rmse,test,0.3,2.333886346005392
