model,metric,split,size,value
Kriging,mae,cross,0.3,10.862068965614839
Kriging,rmse,cross,0.3,11.691838617820443
Ensemble,mae,test,0.3,0.8121349349576548
Ensemble,rmse,test,0.3,2.4244129198244435
Ensemble,mae,cross,0.3,6.604936209387816
Ensemble,rmse,cross,0.3,8.990746185933363
LinReg,mae,test,0.4,2.2101454546699273
LinReg,rmse,test,0.4,3.7410790004881505
LinReg,mae,cross,0.4,32.49124012465359
LinReg,rmse,cross,0.4,33.1092367300223
ANN,mae,test,0.4,1.9892921447753906
ANN,rmse,test,0.4,3.1776165767325755
ANN,mae,cross,0.4,2.5559463500976562
ANN,rmse,cross,0.4,4.1938163018282735
IDW,mae,test,0.4,1.1265643796193459
IDW,rmse,test,0.4,2.579570537382153
IDW,mae,cross,0.4,9.275769979168018
IDW,rmse,cross,0.4,10.47525357294813
Kriging,mae,test,0.4,3.2812500000002274
Kriging,rmse,test,0.4,5.151634069487726
Kriging,mae,cross,0.4,10.718749999998792
Kriging,rmse,cross,0.4,11.560964551680879
Ensemble,mae,test,0.4,0.7803392438669334
Ensemble,rmse,test,0.4,2.3645891071367102
Ensemble,mae,cross,0.4,6.6630538908868715
Ensemble,rmse,cross,0.4,8.893643602767982
LinReg,mae,test,0.5,2.2238770097677545
LinReg,rmse,test,0.5,3.7207819142485485
LinReg,mae,cross,0.5,33.29913579182495
LinReg,rmse,cross,0.5,33.8928634795988
ANN,mae,test,0.5,2.885650634765625
ANN,rmse,test,0.5,3.8425043464857502
ANN,mae,cross,0.5,2.7592849731445312
ANN,rmse,cross,0.5,4.396963803746821
IDW,mae,test,0.5,1.1563957120477752
IDW,rmse,test,0.5,2.5967402165821936
IDW,mae,cross,0.5,9.462426758769823
IDW,rmse,cross,0.5,10.59757813463156
Kriging,mae,test,0.5,3.1742627345640386
Kriging,rmse,test,0.5,5.368243971026669
Kriging,mae,cross,0.5,10.825737265435961
Kriging,rmse,cross,0.5,11.658634035746475
Ensemble,mae,test,0.5,1.000634946541961
Ensemble,rmse,test,0.5,2.619453828648114
Ensemble,mae,cross,0.5,6.09987559910418
Ensemble,rmse,cross,0.5,8.586298114250754
LinReg,mae,test,0.1,1.8166233673144205
LinReg,rmse,test,0.1,4.265168755157154
